id	type_liste	valeur
2823	ListeContenantLongueur	118.9
738	ListeContenantLongueur	120
2676	ListeContenantLongueur	16
736	ListeContenantLongueur	19
737	ListeContenantLongueur	29
730	ListeContenantLongueur	30
2837	ListeContenantLongueur	35
731	ListeContenantLongueur	40
2926	ListeContenantLongueur	42.5
2832	ListeContenantLongueur	46
734	ListeContenantLongueur	50
735	ListeContenantLongueur	55
2824	ListeContenantLongueur	59.4
732	ListeContenantLongueur	60
733	ListeContenantLongueur	80
2825	ListeContenantLongueur	84.1
1039	ListeAnthropologieEffetParoiPied	non
1038	ListeAnthropologieEffetParoiPied	oui
713	ListeContenant	bac gerbable N.E.
2925	ListeContenant	bac gerbable non-NE
710	ListeContenant	bac gerbable parois ajourées
2821	ListeContenant	boite à archive A0
2820	ListeContenant	boite à archive A1
2819	ListeContenant	boite à archive A2
712	ListeContenant	boite à archive A3
714	ListeContenant	boite à archive A4
716	ListeContenant	boîte hermétique
719	ListeContenant	boîte membrane
1894	ListeContenant	cadre numismatique
2839	ListeContenant	classeur
708	ListeContenant	flacon vissé
717	ListeContenant	gouttière
3071	ListeContenant	indéterminé
707	ListeContenant	palette
2822	ListeContenant	rouleau
718	ListeContenant	sac étanche
709	ListeContenant	sachet minigrip
720	ListeContenant	sachet papier
715	ListeContenant	scellofrais
711	ListeContenant	seau
52	ListeRelationInterMobilier	appartient au lot
51	ListeRelationInterMobilier	comporte
50	ListeRelationInterMobilier	remonte
1412	ListeLocalisationContenantEtagere	1
2327	ListeLocalisationContenantEtagere	1-1
2328	ListeLocalisationContenantEtagere	1-2
2329	ListeLocalisationContenantEtagere	1-3
2330	ListeLocalisationContenantEtagere	1-4
2347	ListeLocalisationContenantEtagere	1-5
2362	ListeLocalisationContenantEtagere	1-6
2363	ListeLocalisationContenantEtagere	1-7
2364	ListeLocalisationContenantEtagere	1-8
1421	ListeLocalisationContenantEtagere	10
2399	ListeLocalisationContenantEtagere	10-1
2400	ListeLocalisationContenantEtagere	10-2
2401	ListeLocalisationContenantEtagere	10-3
2402	ListeLocalisationContenantEtagere	10-4
2403	ListeLocalisationContenantEtagere	10-5
2404	ListeLocalisationContenantEtagere	10-6
2405	ListeLocalisationContenantEtagere	10-7
2406	ListeLocalisationContenantEtagere	10-8
1422	ListeLocalisationContenantEtagere	11
2407	ListeLocalisationContenantEtagere	11-1
2408	ListeLocalisationContenantEtagere	11-2
2409	ListeLocalisationContenantEtagere	11-3
2410	ListeLocalisationContenantEtagere	11-4
2411	ListeLocalisationContenantEtagere	11-5
2412	ListeLocalisationContenantEtagere	11-6
2413	ListeLocalisationContenantEtagere	11-7
2414	ListeLocalisationContenantEtagere	11-8
1423	ListeLocalisationContenantEtagere	12
2415	ListeLocalisationContenantEtagere	12-1
2416	ListeLocalisationContenantEtagere	12-2
2417	ListeLocalisationContenantEtagere	12-3
2418	ListeLocalisationContenantEtagere	12-4
2419	ListeLocalisationContenantEtagere	12-5
2420	ListeLocalisationContenantEtagere	12-6
2421	ListeLocalisationContenantEtagere	12-7
2422	ListeLocalisationContenantEtagere	12-8
1424	ListeLocalisationContenantEtagere	13
2423	ListeLocalisationContenantEtagere	13-1
2424	ListeLocalisationContenantEtagere	13-2
2425	ListeLocalisationContenantEtagere	13-3
2426	ListeLocalisationContenantEtagere	13-4
2427	ListeLocalisationContenantEtagere	13-5
2428	ListeLocalisationContenantEtagere	13-6
2429	ListeLocalisationContenantEtagere	13-7
2430	ListeLocalisationContenantEtagere	13-8
1425	ListeLocalisationContenantEtagere	14
2431	ListeLocalisationContenantEtagere	14-1
2432	ListeLocalisationContenantEtagere	14-2
2433	ListeLocalisationContenantEtagere	14-3
2434	ListeLocalisationContenantEtagere	14-4
2435	ListeLocalisationContenantEtagere	14-5
2436	ListeLocalisationContenantEtagere	14-6
2437	ListeLocalisationContenantEtagere	14-7
2438	ListeLocalisationContenantEtagere	14-8
1426	ListeLocalisationContenantEtagere	15
2439	ListeLocalisationContenantEtagere	15-1
2440	ListeLocalisationContenantEtagere	15-2
2441	ListeLocalisationContenantEtagere	15-3
2442	ListeLocalisationContenantEtagere	15-4
2443	ListeLocalisationContenantEtagere	15-5
2444	ListeLocalisationContenantEtagere	15-6
2445	ListeLocalisationContenantEtagere	15-7
2446	ListeLocalisationContenantEtagere	15-8
1427	ListeLocalisationContenantEtagere	16
2447	ListeLocalisationContenantEtagere	16-1
2448	ListeLocalisationContenantEtagere	16-2
2449	ListeLocalisationContenantEtagere	16-3
2450	ListeLocalisationContenantEtagere	16-4
2451	ListeLocalisationContenantEtagere	16-5
2452	ListeLocalisationContenantEtagere	16-6
2453	ListeLocalisationContenantEtagere	16-7
2454	ListeLocalisationContenantEtagere	16-8
1428	ListeLocalisationContenantEtagere	17
2455	ListeLocalisationContenantEtagere	17-1
2456	ListeLocalisationContenantEtagere	17-2
2457	ListeLocalisationContenantEtagere	17-3
2458	ListeLocalisationContenantEtagere	17-4
2459	ListeLocalisationContenantEtagere	17-5
2460	ListeLocalisationContenantEtagere	17-6
2461	ListeLocalisationContenantEtagere	17-7
2462	ListeLocalisationContenantEtagere	17-8
1429	ListeLocalisationContenantEtagere	18
2463	ListeLocalisationContenantEtagere	18-1
2464	ListeLocalisationContenantEtagere	18-2
2465	ListeLocalisationContenantEtagere	18-3
2466	ListeLocalisationContenantEtagere	18-4
2467	ListeLocalisationContenantEtagere	18-5
2468	ListeLocalisationContenantEtagere	18-6
2469	ListeLocalisationContenantEtagere	18-7
2470	ListeLocalisationContenantEtagere	18-8
1430	ListeLocalisationContenantEtagere	19
2471	ListeLocalisationContenantEtagere	19-1
2472	ListeLocalisationContenantEtagere	19-2
2473	ListeLocalisationContenantEtagere	19-3
2474	ListeLocalisationContenantEtagere	19-4
2475	ListeLocalisationContenantEtagere	19-5
2476	ListeLocalisationContenantEtagere	19-6
2477	ListeLocalisationContenantEtagere	19-7
2478	ListeLocalisationContenantEtagere	19-8
1413	ListeLocalisationContenantEtagere	2
2331	ListeLocalisationContenantEtagere	2-1
2332	ListeLocalisationContenantEtagere	2-2
2333	ListeLocalisationContenantEtagere	2-3
2334	ListeLocalisationContenantEtagere	2-4
2348	ListeLocalisationContenantEtagere	2-5
2365	ListeLocalisationContenantEtagere	2-6
2366	ListeLocalisationContenantEtagere	2-7
2367	ListeLocalisationContenantEtagere	2-8
1431	ListeLocalisationContenantEtagere	20
2479	ListeLocalisationContenantEtagere	20-1
2480	ListeLocalisationContenantEtagere	20-2
2481	ListeLocalisationContenantEtagere	20-3
2482	ListeLocalisationContenantEtagere	20-4
2483	ListeLocalisationContenantEtagere	20-5
2484	ListeLocalisationContenantEtagere	20-6
2485	ListeLocalisationContenantEtagere	20-7
2486	ListeLocalisationContenantEtagere	20-8
2487	ListeLocalisationContenantEtagere	21-1
2488	ListeLocalisationContenantEtagere	21-2
2489	ListeLocalisationContenantEtagere	21-3
2490	ListeLocalisationContenantEtagere	21-4
2491	ListeLocalisationContenantEtagere	21-5
2492	ListeLocalisationContenantEtagere	21-6
2493	ListeLocalisationContenantEtagere	21-7
2494	ListeLocalisationContenantEtagere	21-8
2495	ListeLocalisationContenantEtagere	22-1
2496	ListeLocalisationContenantEtagere	22-2
2497	ListeLocalisationContenantEtagere	22-3
2498	ListeLocalisationContenantEtagere	22-4
2499	ListeLocalisationContenantEtagere	22-5
2500	ListeLocalisationContenantEtagere	22-6
2501	ListeLocalisationContenantEtagere	22-7
2502	ListeLocalisationContenantEtagere	22-8
2503	ListeLocalisationContenantEtagere	23-1
2504	ListeLocalisationContenantEtagere	23-2
2505	ListeLocalisationContenantEtagere	23-3
2506	ListeLocalisationContenantEtagere	23-4
2507	ListeLocalisationContenantEtagere	23-5
2508	ListeLocalisationContenantEtagere	23-6
2509	ListeLocalisationContenantEtagere	23-7
2510	ListeLocalisationContenantEtagere	23-8
2511	ListeLocalisationContenantEtagere	24-1
2512	ListeLocalisationContenantEtagere	24-2
2513	ListeLocalisationContenantEtagere	24-3
2514	ListeLocalisationContenantEtagere	24-4
2515	ListeLocalisationContenantEtagere	24-5
2516	ListeLocalisationContenantEtagere	24-6
2517	ListeLocalisationContenantEtagere	24-7
2518	ListeLocalisationContenantEtagere	24-8
2519	ListeLocalisationContenantEtagere	25-1
2520	ListeLocalisationContenantEtagere	25-2
2521	ListeLocalisationContenantEtagere	25-3
2522	ListeLocalisationContenantEtagere	25-4
2523	ListeLocalisationContenantEtagere	25-5
2524	ListeLocalisationContenantEtagere	25-6
2525	ListeLocalisationContenantEtagere	25-7
2526	ListeLocalisationContenantEtagere	25-8
2527	ListeLocalisationContenantEtagere	26-1
2528	ListeLocalisationContenantEtagere	26-2
2529	ListeLocalisationContenantEtagere	26-3
2530	ListeLocalisationContenantEtagere	26-4
2531	ListeLocalisationContenantEtagere	26-5
2532	ListeLocalisationContenantEtagere	26-6
2533	ListeLocalisationContenantEtagere	26-7
2534	ListeLocalisationContenantEtagere	26-8
2535	ListeLocalisationContenantEtagere	27-1
2536	ListeLocalisationContenantEtagere	27-2
2537	ListeLocalisationContenantEtagere	27-3
2538	ListeLocalisationContenantEtagere	27-4
2539	ListeLocalisationContenantEtagere	27-5
2540	ListeLocalisationContenantEtagere	27-6
2541	ListeLocalisationContenantEtagere	27-7
2542	ListeLocalisationContenantEtagere	27-8
2543	ListeLocalisationContenantEtagere	28-1
2544	ListeLocalisationContenantEtagere	28-2
2545	ListeLocalisationContenantEtagere	28-3
2546	ListeLocalisationContenantEtagere	28-4
2547	ListeLocalisationContenantEtagere	28-5
2548	ListeLocalisationContenantEtagere	28-6
2549	ListeLocalisationContenantEtagere	28-7
2550	ListeLocalisationContenantEtagere	28-8
2551	ListeLocalisationContenantEtagere	29-1
2552	ListeLocalisationContenantEtagere	29-2
2553	ListeLocalisationContenantEtagere	29-3
2554	ListeLocalisationContenantEtagere	29-4
2555	ListeLocalisationContenantEtagere	29-5
2556	ListeLocalisationContenantEtagere	29-6
2557	ListeLocalisationContenantEtagere	29-7
2558	ListeLocalisationContenantEtagere	29-8
1414	ListeLocalisationContenantEtagere	3
2335	ListeLocalisationContenantEtagere	3-1
2336	ListeLocalisationContenantEtagere	3-2
2337	ListeLocalisationContenantEtagere	3-3
2338	ListeLocalisationContenantEtagere	3-4
2349	ListeLocalisationContenantEtagere	3-5
2368	ListeLocalisationContenantEtagere	3-6
2369	ListeLocalisationContenantEtagere	3-7
2370	ListeLocalisationContenantEtagere	3-8
2559	ListeLocalisationContenantEtagere	30-1
2560	ListeLocalisationContenantEtagere	30-2
2561	ListeLocalisationContenantEtagere	30-3
2562	ListeLocalisationContenantEtagere	30-4
2563	ListeLocalisationContenantEtagere	30-5
2564	ListeLocalisationContenantEtagere	30-6
2565	ListeLocalisationContenantEtagere	30-7
2566	ListeLocalisationContenantEtagere	30-8
2567	ListeLocalisationContenantEtagere	31-1
2568	ListeLocalisationContenantEtagere	31-2
2569	ListeLocalisationContenantEtagere	31-3
2570	ListeLocalisationContenantEtagere	31-4
2571	ListeLocalisationContenantEtagere	31-5
2572	ListeLocalisationContenantEtagere	31-6
2573	ListeLocalisationContenantEtagere	31-7
2574	ListeLocalisationContenantEtagere	31-8
2575	ListeLocalisationContenantEtagere	32-1
2576	ListeLocalisationContenantEtagere	32-2
2577	ListeLocalisationContenantEtagere	32-3
2578	ListeLocalisationContenantEtagere	32-4
2579	ListeLocalisationContenantEtagere	32-5
2580	ListeLocalisationContenantEtagere	32-6
2581	ListeLocalisationContenantEtagere	32-7
2582	ListeLocalisationContenantEtagere	32-8
2583	ListeLocalisationContenantEtagere	33-1
2584	ListeLocalisationContenantEtagere	33-2
2585	ListeLocalisationContenantEtagere	33-3
2586	ListeLocalisationContenantEtagere	33-4
2587	ListeLocalisationContenantEtagere	33-5
2588	ListeLocalisationContenantEtagere	33-6
2589	ListeLocalisationContenantEtagere	33-7
2590	ListeLocalisationContenantEtagere	33-8
2591	ListeLocalisationContenantEtagere	34-1
2592	ListeLocalisationContenantEtagere	34-2
2593	ListeLocalisationContenantEtagere	34-3
2594	ListeLocalisationContenantEtagere	34-4
2595	ListeLocalisationContenantEtagere	34-5
2596	ListeLocalisationContenantEtagere	34-6
2597	ListeLocalisationContenantEtagere	34-7
2598	ListeLocalisationContenantEtagere	34-8
2599	ListeLocalisationContenantEtagere	35-1
2600	ListeLocalisationContenantEtagere	35-2
2601	ListeLocalisationContenantEtagere	35-3
2602	ListeLocalisationContenantEtagere	35-4
2603	ListeLocalisationContenantEtagere	35-5
2604	ListeLocalisationContenantEtagere	35-6
2605	ListeLocalisationContenantEtagere	35-7
2606	ListeLocalisationContenantEtagere	35-8
2607	ListeLocalisationContenantEtagere	36-1
2608	ListeLocalisationContenantEtagere	36-2
2609	ListeLocalisationContenantEtagere	36-3
2610	ListeLocalisationContenantEtagere	36-4
2611	ListeLocalisationContenantEtagere	36-5
2612	ListeLocalisationContenantEtagere	36-6
2613	ListeLocalisationContenantEtagere	36-7
2614	ListeLocalisationContenantEtagere	36-8
2615	ListeLocalisationContenantEtagere	37-1
2616	ListeLocalisationContenantEtagere	37-2
2617	ListeLocalisationContenantEtagere	37-3
2618	ListeLocalisationContenantEtagere	37-4
2619	ListeLocalisationContenantEtagere	37-5
2620	ListeLocalisationContenantEtagere	37-6
2621	ListeLocalisationContenantEtagere	37-7
2622	ListeLocalisationContenantEtagere	37-8
2623	ListeLocalisationContenantEtagere	38-1
2624	ListeLocalisationContenantEtagere	38-2
2625	ListeLocalisationContenantEtagere	38-3
2626	ListeLocalisationContenantEtagere	38-4
2627	ListeLocalisationContenantEtagere	38-5
2628	ListeLocalisationContenantEtagere	38-6
2629	ListeLocalisationContenantEtagere	38-7
2630	ListeLocalisationContenantEtagere	38-8
2631	ListeLocalisationContenantEtagere	39-1
2632	ListeLocalisationContenantEtagere	39-2
2633	ListeLocalisationContenantEtagere	39-3
2634	ListeLocalisationContenantEtagere	39-4
2635	ListeLocalisationContenantEtagere	39-5
2636	ListeLocalisationContenantEtagere	39-6
2637	ListeLocalisationContenantEtagere	39-7
2638	ListeLocalisationContenantEtagere	39-8
1415	ListeLocalisationContenantEtagere	4
2339	ListeLocalisationContenantEtagere	4-1
2340	ListeLocalisationContenantEtagere	4-2
2341	ListeLocalisationContenantEtagere	4-3
2342	ListeLocalisationContenantEtagere	4-4
2350	ListeLocalisationContenantEtagere	4-5
2371	ListeLocalisationContenantEtagere	4-6
2372	ListeLocalisationContenantEtagere	4-7
2373	ListeLocalisationContenantEtagere	4-8
2639	ListeLocalisationContenantEtagere	40-1
2640	ListeLocalisationContenantEtagere	40-2
2641	ListeLocalisationContenantEtagere	40-3
2642	ListeLocalisationContenantEtagere	40-4
2643	ListeLocalisationContenantEtagere	40-5
2644	ListeLocalisationContenantEtagere	40-6
2645	ListeLocalisationContenantEtagere	40-7
2646	ListeLocalisationContenantEtagere	40-8
2647	ListeLocalisationContenantEtagere	41-1
2648	ListeLocalisationContenantEtagere	41-2
2649	ListeLocalisationContenantEtagere	41-3
2650	ListeLocalisationContenantEtagere	41-4
2651	ListeLocalisationContenantEtagere	41-5
2652	ListeLocalisationContenantEtagere	41-6
2653	ListeLocalisationContenantEtagere	41-7
2654	ListeLocalisationContenantEtagere	41-8
1416	ListeLocalisationContenantEtagere	5
2343	ListeLocalisationContenantEtagere	5-1
2344	ListeLocalisationContenantEtagere	5-2
2345	ListeLocalisationContenantEtagere	5-3
2346	ListeLocalisationContenantEtagere	5-4
2351	ListeLocalisationContenantEtagere	5-5
2374	ListeLocalisationContenantEtagere	5-6
2375	ListeLocalisationContenantEtagere	5-7
2376	ListeLocalisationContenantEtagere	5-8
1417	ListeLocalisationContenantEtagere	6
2352	ListeLocalisationContenantEtagere	6-1
2353	ListeLocalisationContenantEtagere	6-2
2354	ListeLocalisationContenantEtagere	6-3
2355	ListeLocalisationContenantEtagere	6-4
2356	ListeLocalisationContenantEtagere	6-5
2377	ListeLocalisationContenantEtagere	6-6
2378	ListeLocalisationContenantEtagere	6-7
2379	ListeLocalisationContenantEtagere	6-8
1418	ListeLocalisationContenantEtagere	7
2357	ListeLocalisationContenantEtagere	7-1
2358	ListeLocalisationContenantEtagere	7-2
2359	ListeLocalisationContenantEtagere	7-3
2360	ListeLocalisationContenantEtagere	7-4
2361	ListeLocalisationContenantEtagere	7-5
2380	ListeLocalisationContenantEtagere	7-6
2381	ListeLocalisationContenantEtagere	7-7
2382	ListeLocalisationContenantEtagere	7-8
1419	ListeLocalisationContenantEtagere	8
2383	ListeLocalisationContenantEtagere	8-1
2384	ListeLocalisationContenantEtagere	8-2
2385	ListeLocalisationContenantEtagere	8-3
2386	ListeLocalisationContenantEtagere	8-4
2387	ListeLocalisationContenantEtagere	8-5
2388	ListeLocalisationContenantEtagere	8-6
2389	ListeLocalisationContenantEtagere	8-7
2390	ListeLocalisationContenantEtagere	8-8
1420	ListeLocalisationContenantEtagere	9
2391	ListeLocalisationContenantEtagere	9-1
2392	ListeLocalisationContenantEtagere	9-2
2393	ListeLocalisationContenantEtagere	9-3
2394	ListeLocalisationContenantEtagere	9-4
2395	ListeLocalisationContenantEtagere	9-5
2396	ListeLocalisationContenantEtagere	9-6
2397	ListeLocalisationContenantEtagere	9-7
2398	ListeLocalisationContenantEtagere	9-8
1432	ListeLocalisationContenantTablette	1
1433	ListeLocalisationContenantTablette	2
1434	ListeLocalisationContenantTablette	3
1435	ListeLocalisationContenantTablette	4
1436	ListeLocalisationContenantTablette	5
1437	ListeLocalisationContenantTablette	6
2319	ListeLocalisationContenantTablette	7
2320	ListeLocalisationContenantTablette	8
865	ListeDocumentChamps	indéterminé
864	ListeDocumentChamps	vue aérienne
863	ListeDocumentChamps	vue de détail
866	ListeDocumentChamps	vue en coupe
867	ListeDocumentChamps	vue en plan
868	ListeDocumentChamps	vue générale
1078	ListeAnthropologieEtat	déplacée
1079	ListeAnthropologieEtat	lâche
1077	ListeAnthropologieEtat	étroite
749	ListeContenantHauteur	11.8
748	ListeContenantHauteur	15
759	ListeContenantHauteur	16
750	ListeContenantHauteur	17.5
756	ListeContenantHauteur	20
753	ListeContenantHauteur	23.5
2844	ListeContenantHauteur	25
755	ListeContenantHauteur	26
2828	ListeContenantHauteur	3
757	ListeContenantHauteur	30
754	ListeContenantHauteur	31.9
2843	ListeContenantHauteur	32.5
2834	ListeContenantHauteur	4.5
758	ListeContenantHauteur	41.2
760	ListeContenantHauteur	6
752	ListeContenantHauteur	7.4
2835	ListeContenantHauteur	8.5
747	ListeContenantHauteur	9
1019	ListeAnthropologieCompression	bassin
1017	ListeAnthropologieCompression	genoux
1018	ListeAnthropologieCompression	pieds
1016	ListeAnthropologieCompression	épaules
2251	ListeMobilierEtatConservation	archéologiquement complet
2250	ListeMobilierEtatConservation	fragmenté et incomplet
2249	ListeMobilierEtatConservation	intact
302	ListeMatiereType	Autre (non travaillé)
1833	ListeMatiereType	Faune (non travaillé)
1832	ListeMatiereType	Humain (non travaillé)
308	ListeMatiereType	autre
296	ListeMatiereType	céramique
2208	ListeMatiereType	indéterminé
294	ListeMatiereType	lapidaire
293	ListeMatiereType	lithique
306	ListeMatiereType	matériaux de construction autre
305	ListeMatiereType	monétaire
304	ListeMatiereType	métal ferreux
303	ListeMatiereType	métal non ferreux
295	ListeMatiereType	pierre autre
307	ListeMatiereType	synthétique
297	ListeMatiereType	terre cuite architecturale
298	ListeMatiereType	terre cuite autre
301	ListeMatiereType	travaillé
300	ListeMatiereType	verre autre
299	ListeMatiereType	verre de construction
287	ListeMatiere	autre
289	ListeMatiere	indéterminé
286	ListeMatiere	minéral
290	ListeMatiere	métal
292	ListeMatiere	organique
285	ListeMatiere	terre cuite
288	ListeMatiere	verre
47	ListeRelationStratigraphique	a coupé
45	ListeRelationStratigraphique	appartient à
2238	ListeRelationStratigraphique	appartient à + est sur
42	ListeRelationStratigraphique	contient
2237	ListeRelationStratigraphique	contient + est sous
44	ListeRelationStratigraphique	coupé par
46	ListeRelationStratigraphique	est égal à
48	ListeRelationStratigraphique	sous
49	ListeRelationStratigraphique	sur
43	ListeRelationStratigraphique	synchrone
2677	ListeContenantLargeur	10
739	ListeContenantLargeur	14
741	ListeContenantLargeur	20
740	ListeContenantLargeur	21
2833	ListeContenantLargeur	26
742	ListeContenantLargeur	30
2836	ListeContenantLargeur	32.5
743	ListeContenantLargeur	36
744	ListeContenantLargeur	40
2826	ListeContenantLargeur	42
2829	ListeContenantLargeur	59.4
745	ListeContenantLargeur	60
746	ListeContenantLargeur	80
2827	ListeContenantLargeur	84.1
850	ListeDocumentFormat	A3
849	ListeDocumentFormat	A4
830	ListeDocumentFormat	ai
1881	ListeDocumentFormat	csv
834	ListeDocumentFormat	doc
835	ListeDocumentFormat	docx
842	ListeDocumentFormat	dwg
841	ListeDocumentFormat	dxf
827	ListeDocumentFormat	jpeg
848	ListeDocumentFormat	ods
847	ListeDocumentFormat	odt
840	ListeDocumentFormat	pdf
829	ListeDocumentFormat	png
831	ListeDocumentFormat	psd
844	ListeDocumentFormat	rtf
838	ListeDocumentFormat	shp
839	ListeDocumentFormat	sqlite
837	ListeDocumentFormat	ssf
846	ListeDocumentFormat	svg
828	ListeDocumentFormat	tiff
843	ListeDocumentFormat	txt
832	ListeDocumentFormat	xls
833	ListeDocumentFormat	xlsx
845	ListeDocumentFormat	xml
836	ListeDocumentFormat	zip
981	ListeAnthropologieFaceApparition	antérieure
978	ListeAnthropologieFaceApparition	antéro-latérale
989	ListeAnthropologieFaceApparition	antéro-mésiale
983	ListeAnthropologieFaceApparition	arrière
980	ListeAnthropologieFaceApparition	de face
985	ListeAnthropologieFaceApparition	dessous
977	ListeAnthropologieFaceApparition	dessus
982	ListeAnthropologieFaceApparition	dorsale
991	ListeAnthropologieFaceApparition	indéterminée
987	ListeAnthropologieFaceApparition	latérale droit
976	ListeAnthropologieFaceApparition	latérale gauche
990	ListeAnthropologieFaceApparition	médiale
986	ListeAnthropologieFaceApparition	palmaire
979	ListeAnthropologieFaceApparition	postérieure
984	ListeAnthropologieFaceApparition	postéro-latérale
988	ListeAnthropologieFaceApparition	postéro-mésiale
975	ListeAnthropologieFaceApparition	verticale
1815	ListeLocalisationContenantSalle	0
1816	ListeLocalisationContenantSalle	1
1411	ListeLocalisationContenantSalle	10
1817	ListeLocalisationContenantSalle	2
2321	ListeLocalisationContenantSalle	20
2322	ListeLocalisationContenantSalle	21
2323	ListeLocalisationContenantSalle	22
2324	ListeLocalisationContenantSalle	23
2325	ListeLocalisationContenantSalle	24
2326	ListeLocalisationContenantSalle	25
1818	ListeLocalisationContenantSalle	3
1410	ListeLocalisationContenantSalle	4
1819	ListeLocalisationContenantSalle	7
1820	ListeLocalisationContenantSalle	8
992	ListeAnthropologieSymetrie	assymétrique
993	ListeAnthropologieSymetrie	symétrique
1409	ListeLocalisationContenantBatiment	ADS
1408	ListeLocalisationContenantBatiment	CCE
2846	ListeLocalisationContenantBatiment	EFS
761	ListeDocumentTypologie	Administratif
764	ListeDocumentTypologie	Inventaire
763	ListeDocumentTypologie	Médiation
765	ListeDocumentTypologie	Rapport
762	ListeDocumentTypologie	Terrain & Post-fouille
1267	ListeAnthropologieOsPartieConcerne	1er molaire (de lait)
1345	ListeAnthropologieOsPartieConcerne	1er métacarpe
1403	ListeAnthropologieOsPartieConcerne	1er métatarsien
1306	ListeAnthropologieOsPartieConcerne	1ère coccygienne
1271	ListeAnthropologieOsPartieConcerne	1ère molaire
1269	ListeAnthropologieOsPartieConcerne	1ère prémolaire
1307	ListeAnthropologieOsPartieConcerne	2ème coccygienne
1272	ListeAnthropologieOsPartieConcerne	2ème molaire
1268	ListeAnthropologieOsPartieConcerne	2ème molaire (de lait)
1346	ListeAnthropologieOsPartieConcerne	2ème métacarpe
1404	ListeAnthropologieOsPartieConcerne	2ème métatarsien
1270	ListeAnthropologieOsPartieConcerne	2ème prémolaire
1308	ListeAnthropologieOsPartieConcerne	3ème coccygienne
1273	ListeAnthropologieOsPartieConcerne	3ème molaire (de sagesse)
1347	ListeAnthropologieOsPartieConcerne	3ème métacarpe
1405	ListeAnthropologieOsPartieConcerne	3ème métatarsien
1309	ListeAnthropologieOsPartieConcerne	4ème coccygienne
1348	ListeAnthropologieOsPartieConcerne	4ème métacarpe
1406	ListeAnthropologieOsPartieConcerne	4ème métatarsien
1310	ListeAnthropologieOsPartieConcerne	5ème coccygienne
1349	ListeAnthropologieOsPartieConcerne	5ème métacarpe
1407	ListeAnthropologieOsPartieConcerne	5ème métatarsien
1281	ListeAnthropologieOsPartieConcerne	acromion
1358	ListeAnthropologieOsPartieConcerne	acétabulum
1263	ListeAnthropologieOsPartieConcerne	aile
1301	ListeAnthropologieOsPartieConcerne	aile sacrum
1247	ListeAnthropologieOsPartieConcerne	alvéoles dentaires/ arcade dentaire
1246	ListeAnthropologieOsPartieConcerne	angle goniaque
1385	ListeAnthropologieOsPartieConcerne	apex
1381	ListeAnthropologieOsPartieConcerne	apophyse styloïde (apex)
1296	ListeAnthropologieOsPartieConcerne	arc antérieur
1297	ListeAnthropologieOsPartieConcerne	arc postérieur
1250	ListeAnthropologieOsPartieConcerne	arcade zygomatique
1386	ListeAnthropologieOsPartieConcerne	base
1367	ListeAnthropologieOsPartieConcerne	branche inférieure du pubis
1368	ListeAnthropologieOsPartieConcerne	branche supérieure du pubis
1387	ListeAnthropologieOsPartieConcerne	calcaneus
1266	ListeAnthropologieOsPartieConcerne	canine
1338	ListeAnthropologieOsPartieConcerne	capitatum
1325	ListeAnthropologieOsPartieConcerne	capitulum
1314	ListeAnthropologieOsPartieConcerne	cartilage costal
1287	ListeAnthropologieOsPartieConcerne	cartilage cricoïde
1286	ListeAnthropologieOsPartieConcerne	cartilage thyroïde
1312	ListeAnthropologieOsPartieConcerne	col
1225	ListeAnthropologieOsPartieConcerne	conduit auditif
1322	ListeAnthropologieOsPartieConcerne	condyle latéral
1373	ListeAnthropologieOsPartieConcerne	condyle médial
1228	ListeAnthropologieOsPartieConcerne	condyle occipital
1305	ListeAnthropologieOsPartieConcerne	corne coccygienne
1304	ListeAnthropologieOsPartieConcerne	corne sacral
1256	ListeAnthropologieOsPartieConcerne	corps
1370	ListeAnthropologieOsPartieConcerne	corps de l’ischium
1390	ListeAnthropologieOsPartieConcerne	corps du calcaneus
1393	ListeAnthropologieOsPartieConcerne	corps du talus
1278	ListeAnthropologieOsPartieConcerne	corps sternal
1243	ListeAnthropologieOsPartieConcerne	corps/ branche montante
1261	ListeAnthropologieOsPartieConcerne	crista galli
1357	ListeAnthropologieOsPartieConcerne	crête iliaque
1399	ListeAnthropologieOsPartieConcerne	cuboïde
1401	ListeAnthropologieOsPartieConcerne	cunéiforme intermédiaire
1402	ListeAnthropologieOsPartieConcerne	cunéiforme latéral
1400	ListeAnthropologieOsPartieConcerne	cunéiforme médial
1295	ListeAnthropologieOsPartieConcerne	dent
1275	ListeAnthropologieOsPartieConcerne	diaphyse
1288	ListeAnthropologieOsPartieConcerne	emplacement indéterminé
1214	ListeAnthropologieOsPartieConcerne	entier
1240	ListeAnthropologieOsPartieConcerne	entière
1276	ListeAnthropologieOsPartieConcerne	extrémité acromiale
1274	ListeAnthropologieOsPartieConcerne	extrémité sternale
1233	ListeAnthropologieOsPartieConcerne	face orbitaire
1383	ListeAnthropologieOsPartieConcerne	facette latérale
1384	ListeAnthropologieOsPartieConcerne	facette médiale
1230	ListeAnthropologieOsPartieConcerne	foramen magnum
1365	ListeAnthropologieOsPartieConcerne	fosse iliaque
1376	ListeAnthropologieOsPartieConcerne	fosse intercondylienne
1327	ListeAnthropologieOsPartieConcerne	fosse olécrânienne
1216	ListeAnthropologieOsPartieConcerne	glabelle
1282	ListeAnthropologieOsPartieConcerne	glénoïde
